REGION,TECHNOLOGY,YEAR,VALUE
RE1,DEMINDBGSFUR_LOW,2051,0.0
RE1,DEMINDBGSFUR_LOW,2052,0.0
RE1,DEMINDBGSFUR_LOW,2053,0.0
RE1,DEMINDBGSFUR_LOW,2054,0.0
RE1,DEMINDBGSFUR_MID,2022,0.0
RE1,DEMINDBGSFUR_MID,2023,0.0
RE1,DEMINDBGSFUR_MID,2024,0.0
RE1,DEMINDBGSFUR_MID,2025,0.0
RE1,DEMINDBGSFUR_MID,2026,0.0
RE1,DEMINDBGSFUR_MID,2027,0.0
RE1,DEMINDBGSFUR_MID,2028,0.0
RE1,DEMINDBGSFUR_MID,2029,0.0
RE1,DEMINDBGSFUR_MID,2030,0.0
RE1,DEMINDBGSFUR_MID,2031,0.0
RE1,DEMINDBGSFUR_MID,2032,0.0
RE1,DEMINDBGSFUR_MID,2033,0.0
RE1,DEMINDBGSFUR_MID,2034,0.0
RE1,DEMINDBGSFUR_MID,2035,0.0
RE1,DEMINDBGSFUR_MID,2036,0.0
RE1,DEMINDBGSFUR_MID,2037,0.0
RE1,DEMINDBGSFUR_MID,2038,0.0
RE1,DEMINDBGSFUR_MID,2039,0.0
RE1,DEMINDBGSFUR_MID,2040,0.0
RE1,DEMINDBGSFUR_MID,2041,0.0
RE1,DEMINDBGSFUR_MID,2042,0.0
RE1,DEMINDBGSFUR_MID,2043,0.0
RE1,DEMINDBGSFUR_MID,2044,0.0
RE1,DEMINDBGSFUR_MID,2045,0.0
RE1,DEMINDBGSFUR_MID,2046,0.0
RE1,DEMINDBGSFUR_MID,2047,0.0
RE1,DEMINDBGSFUR_MID,2048,0.0
RE1,DEMINDBGSFUR_MID,2049,0.0
RE1,DEMINDBGSFUR_MID,2050,0.0
RE1,DEMINDBGSFUR_MID,2051,0.0
RE1,DEMINDBGSFUR_MID,2052,0.0
RE1,DEMINDBGSFUR_MID,2053,0.0
RE1,DEMINDBGSFUR_MID,2054,0.0
RE1,DEMINDCOABOI_HIG,2022,0.0
RE1,DEMINDCOABOI_HIG,2023,0.0
RE1,DEMINDCOABOI_HIG,2024,0.0
RE1,DEMINDCOABOI_HIG,2025,0.0
RE1,DEMINDCOABOI_HIG,2026,0.0
RE1,DEMINDCOABOI_HIG,2027,0.0
RE1,DEMINDCOABOI_HIG,2028,0.0
RE1,DEMINDCOABOI_HIG,2029,0.0
RE1,DEMINDCOABOI_HIG,2030,0.0
RE1,DEMINDCOABOI_HIG,2031,0.0
RE1,DEMINDCOABOI_HIG,2032,0.0
RE1,DEMINDCOABOI_HIG,2033,0.0
RE1,DEMINDCOABOI_HIG,2034,0.0
RE1,DEMINDCOABOI_HIG,2035,0.0
RE1,DEMINDCOABOI_HIG,2036,0.0
RE1,DEMINDCOABOI_HIG,2037,0.0
RE1,DEMINDCOABOI_HIG,2038,0.0
RE1,DEMINDCOABOI_HIG,2039,0.0
RE1,DEMINDCOABOI_HIG,2040,0.0
RE1,DEMINDCOABOI_HIG,2041,0.0
RE1,DEMINDCOABOI_HIG,2042,0.0
RE1,DEMINDCOABOI_HIG,2043,0.0
RE1,DEMINDCOABOI_HIG,2044,0.0
RE1,DEMINDCOABOI_HIG,2045,0.0
RE1,DEMINDCOABOI_HIG,2046,0.0
RE1,DEMINDCOABOI_HIG,2047,0.0
RE1,DEMINDCOABOI_HIG,2048,0.0
RE1,DEMINDCOABOI_HIG,2049,0.0
RE1,DEMINDCOABOI_HIG,2050,0.0
RE1,DEMINDCOABOI_HIG,2051,0.0
RE1,DEMINDCOABOI_HIG,2052,0.0
RE1,DEMINDCOABOI_HIG,2053,0.0
RE1,DEMINDCOABOI_HIG,2054,0.0
RE1,DEMINDCOABOI_LOW,2022,29.67334664778809
RE1,DEMINDCOABOI_LOW,2023,29.08516796894964
RE1,DEMINDCOABOI_LOW,2024,27.94759098620258
RE1,DEMINDCOABOI_LOW,2025,27.94466062252412
RE1,DEMINDCOABOI_LOW,2026,27.938649187851038
RE1,DEMINDCOABOI_LOW,2027,27.92534622783736
RE1,DEMINDCOABOI_LOW,2028,27.89953351984009
RE1,DEMINDCOABOI_LOW,2029,27.85397158719781
RE1,DEMINDCOABOI_LOW,2030,27.779112466578617
RE1,DEMINDCOABOI_LOW,2031,27.662867924523397
RE1,DEMINDCOABOI_LOW,2032,27.490469565961853
RE1,DEMINDCOABOI_LOW,2033,27.244471205114635
RE1,DEMINDCOABOI_LOW,2034,26.90495855630087
RE1,DEMINDCOABOI_LOW,2035,26.450044167946093
RE1,DEMINDCOABOI_LOW,2036,25.85673234097377
RE1,DEMINDCOABOI_LOW,2037,25.10223342785404
RE1,DEMINDCOABOI_LOW,2038,24.16578159746168
RE1,DEMINDCOABOI_LOW,2039,23.030956426648547
RE1,DEMINDCOABOI_LOW,2040,21.68841979638755
RE1,DEMINDCOABOI_LOW,2041,20.13885443873057
RE1,DEMINDCOABOI_LOW,2042,18.395739030508413
RE1,DEMINDCOABOI_LOW,2043,16.487443463224814
RE1,DEMINDCOABOI_LOW,2044,14.458022959184088
RE1,DEMINDCOABOI_LOW,2045,12.3660932032911
RE1,DEMINDCOABOI_LOW,2046,10.281344154092244
RE1,DEMINDCOABOI_LOW,2047,8.278635030084038
RE1,DEMINDCOABOI_LOW,2048,6.430182554914735
RE1,DEMINDCOABOI_LOW,2049,4.796993284437948
RE1,DEMINDCOABOI_LOW,2050,3.4211930941233937
RE1,DEMINDCOABOI_LOW,2051,2.3210298911358542
RE1,DEMINDCOABOI_LOW,2052,1.489895440551518
RE1,DEMINDCOABOI_LOW,2053,0.899745952026251
RE1,DEMINDCOABOI_LOW,2054,0.5080714267588483
