REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
RE1,DEMRESZNIWOOCKN_LOW,1.0,2048,0.0
RE1,DEMRESZNIWOOCKN_LOW,1.0,2049,0.0
RE1,DEMRESZNIWOOCKN_LOW,1.0,2050,0.0
RE1,DEMRESZNIWOOCKN_LOW,1.0,2051,0.0
RE1,DEMRESZNIWOOCKN_LOW,1.0,2052,0.0
RE1,DEMRESZNIWOOCKN_LOW,1.0,2053,0.0
RE1,DEMRESZNIWOOCKN_LOW,1.0,2054,0.0
RE1,GRDZNIELC,1.0,2022,0.0
RE1,GRDZNIELC,1.0,2023,0.0
RE1,GRDZNIELC,1.0,2024,0.0
RE1,GRDZNIELC,1.0,2025,0.0
RE1,GRDZNIELC,1.0,2026,0.0
RE1,GRDZNIELC,1.0,2027,0.0
RE1,GRDZNIELC,1.0,2028,0.0
RE1,GRDZNIELC,1.0,2029,0.0
RE1,GRDZNIELC,1.0,2030,0.0
RE1,GRDZNIELC,1.0,2031,0.0
RE1,GRDZNIELC,1.0,2032,0.0
RE1,GRDZNIELC,1.0,2033,0.0
RE1,GRDZNIELC,1.0,2034,0.0
RE1,GRDZNIELC,1.0,2035,0.0
RE1,GRDZNIELC,1.0,2036,0.0
RE1,GRDZNIELC,1.0,2037,0.0
RE1,GRDZNIELC,1.0,2038,0.0
RE1,GRDZNIELC,1.0,2039,0.0
RE1,GRDZNIELC,1.0,2040,0.0
RE1,GRDZNIELC,1.0,2041,0.0
RE1,GRDZNIELC,1.0,2042,0.0
RE1,GRDZNIELC,1.0,2043,0.0
RE1,GRDZNIELC,1.0,2044,0.0
RE1,GRDZNIELC,1.0,2045,0.0
RE1,GRDZNIELC,1.0,2046,0.0
RE1,GRDZNIELC,1.0,2047,0.0
RE1,GRDZNIELC,1.0,2048,0.0
RE1,GRDZNIELC,1.0,2049,0.0
RE1,GRDZNIELC,1.0,2050,0.0
RE1,GRDZNIELC,1.0,2051,0.0
RE1,GRDZNIELC,1.0,2052,0.0
RE1,GRDZNIELC,1.0,2053,0.0
RE1,GRDZNIELC,1.0,2054,0.0
RE1,DEMTERBGSCKN_LOW,1.0,2022,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2023,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2024,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2025,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2026,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2027,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2028,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2029,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2030,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2031,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2032,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2033,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2034,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2035,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2036,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2037,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2038,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2039,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2040,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2041,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2042,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2043,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2044,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2045,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2046,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2047,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2048,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2049,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2050,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2051,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2052,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2053,0.0001
RE1,DEMTERBGSCKN_LOW,1.0,2054,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2022,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2023,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2024,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2025,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2026,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2027,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2028,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2029,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2030,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2031,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2032,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2033,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2034,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2035,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2036,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2037,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2038,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2039,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2040,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2041,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2042,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2043,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2044,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2045,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2046,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2047,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2048,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2049,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2050,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2051,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2052,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2053,0.0001
RE1,DEMTERBGSCKN_MID,1.0,2054,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2022,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2023,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2024,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2025,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2026,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2027,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2028,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2029,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2030,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2031,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2032,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2033,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2034,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2035,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2036,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2037,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2038,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2039,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2040,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2041,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2042,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2043,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2044,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2045,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2046,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2047,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2048,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2049,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2050,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2051,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2052,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2053,0.0001
RE1,DEMTERBGSCKN_HIG,1.0,2054,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2022,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2023,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2024,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2025,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2026,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2027,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2028,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2029,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2030,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2031,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2032,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2033,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2034,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2035,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2036,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2037,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2038,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2039,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2040,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2041,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2042,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2043,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2044,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2045,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2046,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2047,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2048,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2049,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2050,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2051,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2052,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2053,0.0001
RE1,DEMTERELCCKN_HIG,1.0,2054,0.0001
RE1,DEMTERELCCKN_MID,1.0,2022,0.0001
RE1,DEMTERELCCKN_MID,1.0,2023,0.0001
RE1,DEMTERELCCKN_MID,1.0,2024,0.0001
RE1,DEMTERELCCKN_MID,1.0,2025,0.0001
RE1,DEMTERELCCKN_MID,1.0,2026,0.0001
RE1,DEMTERELCCKN_MID,1.0,2027,0.0001
RE1,DEMTERELCCKN_MID,1.0,2028,0.0001
RE1,DEMTERELCCKN_MID,1.0,2029,0.0001
RE1,DEMTERELCCKN_MID,1.0,2030,0.0001
RE1,DEMTERELCCKN_MID,1.0,2031,0.0001
RE1,DEMTERELCCKN_MID,1.0,2032,0.0001
RE1,DEMTERELCCKN_MID,1.0,2033,0.0001
RE1,DEMTERELCCKN_MID,1.0,2034,0.0001
RE1,DEMTERELCCKN_MID,1.0,2035,0.0001
RE1,DEMTERELCCKN_MID,1.0,2036,0.0001
RE1,DEMTERELCCKN_MID,1.0,2037,0.0001
RE1,DEMTERELCCKN_MID,1.0,2038,0.0001
RE1,DEMTERELCCKN_MID,1.0,2039,0.0001
RE1,DEMTERELCCKN_MID,1.0,2040,0.0001
RE1,DEMTERELCCKN_MID,1.0,2041,0.0001
RE1,DEMTERELCCKN_MID,1.0,2042,0.0001
RE1,DEMTERELCCKN_MID,1.0,2043,0.0001
RE1,DEMTERELCCKN_MID,1.0,2044,0.0001
RE1,DEMTERELCCKN_MID,1.0,2045,0.0001
RE1,DEMTERELCCKN_MID,1.0,2046,0.0001
RE1,DEMTERELCCKN_MID,1.0,2047,0.0001
RE1,DEMTERELCCKN_MID,1.0,2048,0.0001
RE1,DEMTERELCCKN_MID,1.0,2049,0.0001
RE1,DEMTERELCCKN_MID,1.0,2050,0.0001
RE1,DEMTERELCCKN_MID,1.0,2051,0.0001
RE1,DEMTERELCCKN_MID,1.0,2052,0.0001
RE1,DEMTERELCCKN_MID,1.0,2053,0.0001
RE1,DEMTERELCCKN_MID,1.0,2054,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2022,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2023,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2024,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2025,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2026,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2027,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2028,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2029,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2030,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2031,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2032,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2033,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2034,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2035,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2036,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2037,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2038,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2039,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2040,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2041,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2042,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2043,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2044,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2045,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2046,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2047,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2048,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2049,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2050,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2051,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2052,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2053,0.0001
RE1,DEMTERLPGCKN_MID,1.0,2054,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2022,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2023,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2024,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2025,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2026,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2027,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2028,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2029,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2030,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2031,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2032,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2033,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2034,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2035,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2036,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2037,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2038,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2039,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2040,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2041,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2042,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2043,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2044,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2045,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2046,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2047,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2048,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2049,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2050,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2051,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2052,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2053,0.0001
RE1,DEMTERNGSCKN_HIG,1.0,2054,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2022,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2023,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2024,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2025,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2026,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2027,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2028,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2029,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2030,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2031,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2032,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2033,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2034,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2035,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2036,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2037,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2038,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2039,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2040,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2041,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2042,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2043,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2044,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2045,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2046,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2047,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2048,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2049,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2050,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2051,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2052,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2053,0.0001
RE1,DEMTERLPGCKN_LOW,1.0,2054,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2022,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2023,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2024,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2025,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2026,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2027,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2028,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2029,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2030,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2031,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2032,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2033,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2034,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2035,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2036,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2037,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2038,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2039,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2040,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2041,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2042,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2043,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2044,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2045,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2046,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2047,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2048,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2049,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2050,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2051,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2052,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2053,0.0001
RE1,DEMTERLPGCKN_HIG,1.0,2054,0.0001
RE1,DEMRESELCFAN_MID,1.0,2022,0.0
RE1,DEMRESELCFAN_MID,1.0,2023,0.0
RE1,DEMRESELCFAN_MID,1.0,2024,0.0
RE1,DEMRESELCFAN_MID,1.0,2025,0.0
RE1,DEMRESELCFAN_MID,1.0,2026,0.0
RE1,DEMRESELCFAN_MID,1.0,2027,0.0
RE1,DEMRESELCFAN_MID,1.0,2028,0.0
RE1,DEMRESELCFAN_MID,1.0,2029,0.0
RE1,DEMRESELCFAN_MID,1.0,2030,0.0
RE1,DEMRESELCFAN_MID,1.0,2031,0.0
RE1,DEMRESELCFAN_MID,1.0,2032,0.0
RE1,DEMRESELCFAN_MID,1.0,2033,0.0
RE1,DEMRESELCFAN_MID,1.0,2034,0.0
RE1,DEMRESELCFAN_MID,1.0,2035,0.0
RE1,DEMRESELCFAN_MID,1.0,2036,0.0
RE1,DEMRESELCFAN_MID,1.0,2037,0.0
RE1,DEMRESELCFAN_MID,1.0,2038,0.0
RE1,DEMRESELCFAN_MID,1.0,2039,0.0
RE1,DEMRESELCFAN_MID,1.0,2040,0.0
RE1,DEMRESELCFAN_MID,1.0,2041,0.0
RE1,DEMRESELCFAN_MID,1.0,2042,0.0
RE1,DEMRESELCFAN_MID,1.0,2043,0.0
RE1,DEMRESELCFAN_MID,1.0,2044,0.0
RE1,DEMRESELCFAN_MID,1.0,2045,0.0
RE1,DEMRESELCFAN_MID,1.0,2046,0.0
RE1,DEMRESELCFAN_MID,1.0,2047,0.0
RE1,DEMRESELCFAN_MID,1.0,2048,0.0
RE1,DEMRESELCFAN_MID,1.0,2049,0.0
RE1,DEMRESELCFAN_MID,1.0,2050,0.0
RE1,DEMRESELCFAN_MID,1.0,2051,0.0
RE1,DEMRESELCFAN_MID,1.0,2052,0.0
RE1,DEMRESELCFAN_MID,1.0,2053,0.0
RE1,DEMRESELCFAN_MID,1.0,2054,0.0
RE1,UPSREF_CAR,1.0,2022,0.0
RE1,UPSREF_CAR,1.0,2023,0.0
RE1,UPSREF_CAR,1.0,2024,0.0
RE1,UPSREF_CAR,1.0,2025,0.0
RE1,UPSREF_CAR,1.0,2026,0.0
RE1,UPSREF_CAR,1.0,2027,0.0
RE1,UPSREF_CAR,1.0,2028,0.0
RE1,UPSREF_CAR,1.0,2029,0.0
RE1,UPSREF_CAR,1.0,2030,0.0
RE1,UPSREF_CAR,1.0,2031,0.0
RE1,UPSREF_CAR,1.0,2032,0.0
RE1,UPSREF_CAR,1.0,2033,0.0
RE1,UPSREF_CAR,1.0,2034,0.0
RE1,UPSREF_CAR,1.0,2035,0.0
RE1,UPSREF_CAR,1.0,2036,0.0
RE1,UPSREF_CAR,1.0,2037,0.0
RE1,UPSREF_CAR,1.0,2038,0.0
RE1,UPSREF_CAR,1.0,2039,0.0
RE1,UPSREF_CAR,1.0,2040,0.0
RE1,UPSREF_CAR,1.0,2041,0.0
RE1,UPSREF_CAR,1.0,2042,0.0
RE1,UPSREF_CAR,1.0,2043,0.0
RE1,UPSREF_CAR,1.0,2044,0.0
RE1,UPSREF_CAR,1.0,2045,0.0
RE1,UPSREF_CAR,1.0,2046,0.0
RE1,UPSREF_CAR,1.0,2047,0.0
RE1,UPSREF_CAR,1.0,2048,0.0
RE1,UPSREF_CAR,1.0,2049,0.0
RE1,UPSREF_CAR,1.0,2050,0.0
RE1,UPSREF_CAR,1.0,2051,0.0
RE1,UPSREF_CAR,1.0,2052,0.0
RE1,UPSREF_CAR,1.0,2053,0.0
RE1,UPSREF_CAR,1.0,2054,0.0
RE1,DEMRESLPGCKN_MID,1.0,2022,0.0
RE1,DEMRESLPGCKN_MID,1.0,2023,0.0
RE1,DEMRESLPGCKN_MID,1.0,2024,0.0
RE1,DEMRESLPGCKN_MID,1.0,2025,0.0
RE1,DEMRESLPGCKN_MID,1.0,2026,0.0
RE1,DEMRESLPGCKN_MID,1.0,2027,0.0
RE1,DEMRESLPGCKN_MID,1.0,2028,0.0
RE1,DEMRESLPGCKN_MID,1.0,2029,0.0
RE1,DEMRESLPGCKN_MID,1.0,2030,0.0
RE1,DEMRESLPGCKN_MID,1.0,2031,0.0
RE1,DEMRESLPGCKN_MID,1.0,2032,0.0
RE1,DEMRESLPGCKN_MID,1.0,2033,0.0
RE1,DEMRESLPGCKN_MID,1.0,2034,0.0
RE1,DEMRESLPGCKN_MID,1.0,2035,0.0
RE1,DEMRESLPGCKN_MID,1.0,2036,0.0
RE1,DEMRESLPGCKN_MID,1.0,2037,0.0
RE1,DEMRESLPGCKN_MID,1.0,2038,0.0
RE1,DEMRESLPGCKN_MID,1.0,2039,0.0
RE1,DEMRESLPGCKN_MID,1.0,2040,0.0
RE1,DEMRESLPGCKN_MID,1.0,2041,0.0
RE1,DEMRESLPGCKN_MID,1.0,2042,0.0
RE1,DEMRESLPGCKN_MID,1.0,2043,0.0
RE1,DEMRESLPGCKN_MID,1.0,2044,0.0
RE1,DEMRESLPGCKN_MID,1.0,2045,0.0
RE1,DEMRESLPGCKN_MID,1.0,2046,0.0
RE1,DEMRESLPGCKN_MID,1.0,2047,0.0
RE1,DEMRESLPGCKN_MID,1.0,2048,0.0
RE1,DEMRESLPGCKN_MID,1.0,2049,0.0
RE1,DEMRESLPGCKN_MID,1.0,2050,0.0
RE1,DEMRESLPGCKN_MID,1.0,2051,0.0
RE1,DEMRESLPGCKN_MID,1.0,2052,0.0
RE1,DEMRESLPGCKN_MID,1.0,2053,0.0
RE1,DEMRESLPGCKN_MID,1.0,2054,0.0
RE1,DEMRESNGSWHT_MID,1.0,2022,0.0
RE1,DEMRESNGSWHT_MID,1.0,2023,0.0
RE1,DEMRESNGSWHT_MID,1.0,2024,0.0
RE1,DEMRESNGSWHT_MID,1.0,2025,0.0
RE1,DEMRESNGSWHT_MID,1.0,2026,0.0
RE1,DEMRESNGSWHT_MID,1.0,2027,0.0
RE1,DEMRESNGSWHT_MID,1.0,2028,0.0
RE1,DEMRESNGSWHT_MID,1.0,2029,0.0
RE1,DEMRESNGSWHT_MID,1.0,2030,0.0
RE1,DEMRESNGSWHT_MID,1.0,2031,0.0
RE1,DEMRESNGSWHT_MID,1.0,2032,0.0
RE1,DEMRESNGSWHT_MID,1.0,2033,0.0
RE1,DEMRESNGSWHT_MID,1.0,2034,0.0
RE1,DEMRESNGSWHT_MID,1.0,2035,0.0
RE1,DEMRESNGSWHT_MID,1.0,2036,0.0
RE1,DEMRESNGSWHT_MID,1.0,2037,0.0
RE1,DEMRESNGSWHT_MID,1.0,2038,0.0
RE1,DEMRESNGSWHT_MID,1.0,2039,0.0
RE1,DEMRESNGSWHT_MID,1.0,2040,0.0
RE1,DEMRESNGSWHT_MID,1.0,2041,0.0
RE1,DEMRESNGSWHT_MID,1.0,2042,0.0
RE1,DEMRESNGSWHT_MID,1.0,2043,0.0
RE1,DEMRESNGSWHT_MID,1.0,2044,0.0
RE1,DEMRESNGSWHT_MID,1.0,2045,0.0
RE1,DEMRESNGSWHT_MID,1.0,2046,0.0
RE1,DEMRESNGSWHT_MID,1.0,2047,0.0
RE1,DEMRESNGSWHT_MID,1.0,2048,0.0
