REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
RE1,MINDAM,1.0,2050,0.0001
RE1,MINDAM,1.0,2051,0.0001
RE1,MINDAM,1.0,2052,0.0001
RE1,MINDAM,1.0,2053,0.0001
RE1,MINDAM,1.0,2054,0.0001
RE1,MINROR,1.0,2022,0.0
RE1,MINROR,1.0,2023,0.0
RE1,MINROR,1.0,2024,0.0
RE1,MINROR,1.0,2025,0.0
RE1,MINROR,1.0,2026,0.0
RE1,MINROR,1.0,2027,0.0
RE1,MINROR,1.0,2028,0.0
RE1,MINROR,1.0,2029,0.0
RE1,MINROR,1.0,2030,0.0
RE1,MINROR,1.0,2031,0.0
RE1,MINROR,1.0,2032,0.0
RE1,MINROR,1.0,2033,0.0
RE1,MINROR,1.0,2034,0.0
RE1,MINROR,1.0,2035,0.0
RE1,MINROR,1.0,2036,0.0
RE1,MINROR,1.0,2037,0.0
RE1,MINROR,1.0,2038,0.0
RE1,MINROR,1.0,2039,0.0
RE1,MINROR,1.0,2040,0.0
RE1,MINROR,1.0,2041,0.0
RE1,MINROR,1.0,2042,0.0
RE1,MINROR,1.0,2043,0.0
RE1,MINROR,1.0,2044,0.0
RE1,MINROR,1.0,2045,0.0
RE1,MINROR,1.0,2046,0.0
RE1,MINROR,1.0,2047,0.0
RE1,MINROR,1.0,2048,0.0
RE1,MINROR,1.0,2049,0.0
RE1,MINROR,1.0,2050,0.0
RE1,MINROR,1.0,2051,0.0
RE1,MINROR,1.0,2052,0.0
RE1,MINROR,1.0,2053,0.0
RE1,MINROR,1.0,2054,0.0
RE1,MINGEO,1.0,2022,0.0001
RE1,MINGEO,1.0,2023,0.0001
RE1,MINGEO,1.0,2024,0.0001
RE1,MINGEO,1.0,2025,0.0001
RE1,MINGEO,1.0,2026,0.0001
RE1,MINGEO,1.0,2027,0.0001
RE1,MINGEO,1.0,2028,0.0001
RE1,MINGEO,1.0,2029,0.0001
RE1,MINGEO,1.0,2030,0.0001
RE1,MINGEO,1.0,2031,0.0001
RE1,MINGEO,1.0,2032,0.0001
RE1,MINGEO,1.0,2033,0.0001
RE1,MINGEO,1.0,2034,0.0001
RE1,MINGEO,1.0,2035,0.0001
RE1,MINGEO,1.0,2036,0.0001
RE1,MINGEO,1.0,2037,0.0001
RE1,MINGEO,1.0,2038,0.0001
RE1,MINGEO,1.0,2039,0.0001
RE1,MINGEO,1.0,2040,0.0001
RE1,MINGEO,1.0,2041,0.0001
RE1,MINGEO,1.0,2042,0.0001
RE1,MINGEO,1.0,2043,0.0001
RE1,MINGEO,1.0,2044,0.0001
RE1,MINGEO,1.0,2045,0.0001
RE1,MINGEO,1.0,2046,0.0001
RE1,MINGEO,1.0,2047,0.0001
RE1,MINGEO,1.0,2048,0.0001
RE1,MINGEO,1.0,2049,0.0001
RE1,MINGEO,1.0,2050,0.0001
RE1,MINGEO,1.0,2051,0.0001
RE1,MINGEO,1.0,2052,0.0001
RE1,MINGEO,1.0,2053,0.0001
RE1,MINGEO,1.0,2054,0.0001
RE1,IMPURN,1.0,2022,0.00137
RE1,IMPURN,1.0,2023,0.0016
RE1,IMPURN,1.0,2024,0.00217
RE1,IMPURN,1.0,2025,0.00221
RE1,IMPURN,1.0,2026,0.00221
RE1,IMPURN,1.0,2027,0.00221
RE1,IMPURN,1.0,2028,0.00221
RE1,IMPURN,1.0,2029,0.00221
RE1,IMPURN,1.0,2030,0.00221
RE1,IMPURN,1.0,2031,0.00221
RE1,IMPURN,1.0,2032,0.00221
RE1,IMPURN,1.0,2033,0.00221
RE1,IMPURN,1.0,2034,0.00221
RE1,IMPURN,1.0,2035,0.00221
RE1,IMPURN,1.0,2036,0.00221
RE1,IMPURN,1.0,2037,0.00221
RE1,IMPURN,1.0,2038,0.00221
RE1,IMPURN,1.0,2039,0.00221
RE1,IMPURN,1.0,2040,0.00221
RE1,IMPURN,1.0,2041,0.00221
RE1,IMPURN,1.0,2042,0.00221
RE1,IMPURN,1.0,2043,0.00221
RE1,IMPURN,1.0,2044,0.00221
RE1,IMPURN,1.0,2045,0.00221
RE1,IMPURN,1.0,2046,0.00221
RE1,IMPURN,1.0,2047,0.00221
RE1,IMPURN,1.0,2048,0.00221
RE1,IMPURN,1.0,2049,0.00221
RE1,IMPURN,1.0,2050,0.00221
RE1,IMPURN,1.0,2051,0.00221
RE1,IMPURN,1.0,2052,0.00221
RE1,IMPURN,1.0,2053,0.00221
RE1,IMPURN,1.0,2054,0.00221
RE1,MINSOL,1.0,2022,0.0001
RE1,MINSOL,1.0,2023,0.0001
RE1,MINSOL,1.0,2024,0.0001
RE1,MINSOL,1.0,2025,0.0001
RE1,MINSOL,1.0,2026,0.0001
RE1,MINSOL,1.0,2027,0.0001
RE1,MINSOL,1.0,2028,0.0001
RE1,MINSOL,1.0,2029,0.0001
RE1,MINSOL,1.0,2030,0.0001
RE1,MINSOL,1.0,2031,0.0001
RE1,MINSOL,1.0,2032,0.0001
RE1,MINSOL,1.0,2033,0.0001
RE1,MINSOL,1.0,2034,0.0001
RE1,MINSOL,1.0,2035,0.0001
RE1,MINSOL,1.0,2036,0.0001
RE1,MINSOL,1.0,2037,0.0001
RE1,MINSOL,1.0,2038,0.0001
RE1,MINSOL,1.0,2039,0.0001
RE1,MINSOL,1.0,2040,0.0001
RE1,MINSOL,1.0,2041,0.0001
RE1,MINSOL,1.0,2042,0.0001
RE1,MINSOL,1.0,2043,0.0001
RE1,MINSOL,1.0,2044,0.0001
RE1,MINSOL,1.0,2045,0.0001
RE1,MINSOL,1.0,2046,0.0001
RE1,MINSOL,1.0,2047,0.0001
RE1,MINSOL,1.0,2048,0.0001
RE1,MINSOL,1.0,2049,0.0001
RE1,MINSOL,1.0,2050,0.0001
RE1,MINSOL,1.0,2051,0.0001
RE1,MINSOL,1.0,2052,0.0001
RE1,MINSOL,1.0,2053,0.0001
RE1,MINSOL,1.0,2054,0.0001
RE1,MINCSP,1.0,2022,100.0
RE1,MINCSP,1.0,2023,100.0
RE1,MINCSP,1.0,2024,100.0
RE1,MINCSP,1.0,2025,100.0
RE1,MINCSP,1.0,2026,100.0
RE1,MINCSP,1.0,2027,100.0
RE1,MINCSP,1.0,2028,100.0
RE1,MINCSP,1.0,2029,100.0
RE1,MINCSP,1.0,2030,100.0
RE1,MINCSP,1.0,2031,100.0
RE1,MINCSP,1.0,2032,100.0
RE1,MINCSP,1.0,2033,100.0
RE1,MINCSP,1.0,2034,100.0
RE1,MINCSP,1.0,2035,100.0
RE1,MINCSP,1.0,2036,100.0
RE1,MINCSP,1.0,2037,100.0
RE1,MINCSP,1.0,2038,100.0
RE1,MINCSP,1.0,2039,100.0
RE1,MINCSP,1.0,2040,100.0
RE1,MINCSP,1.0,2041,100.0
RE1,MINCSP,1.0,2042,100.0
RE1,MINCSP,1.0,2043,100.0
RE1,MINCSP,1.0,2044,100.0
RE1,MINCSP,1.0,2045,100.0
RE1,MINCSP,1.0,2046,100.0
RE1,MINCSP,1.0,2047,100.0
RE1,MINCSP,1.0,2048,100.0
RE1,MINCSP,1.0,2049,100.0
RE1,MINCSP,1.0,2050,100.0
RE1,MINCSP,1.0,2051,100.0
RE1,MINCSP,1.0,2052,100.0
RE1,MINCSP,1.0,2053,100.0
RE1,MINCSP,1.0,2054,100.0
RE1,MINONW,1.0,2022,0.0001
RE1,MINONW,1.0,2023,0.0001
RE1,MINONW,1.0,2024,0.0001
RE1,MINONW,1.0,2025,0.0001
RE1,MINONW,1.0,2026,0.0001
RE1,MINONW,1.0,2027,0.0001
RE1,MINONW,1.0,2028,0.0001
RE1,MINONW,1.0,2029,0.0001
RE1,MINONW,1.0,2030,0.0001
RE1,MINONW,1.0,2031,0.0001
RE1,MINONW,1.0,2032,0.0001
RE1,MINONW,1.0,2033,0.0001
RE1,MINONW,1.0,2034,0.0001
RE1,MINONW,1.0,2035,0.0001
RE1,MINONW,1.0,2036,0.0001
RE1,MINONW,1.0,2037,0.0001
RE1,MINONW,1.0,2038,0.0001
RE1,MINONW,1.0,2039,0.0001
RE1,MINONW,1.0,2040,0.0001
RE1,MINONW,1.0,2041,0.0001
RE1,MINONW,1.0,2042,0.0001
RE1,MINONW,1.0,2043,0.0001
RE1,MINONW,1.0,2044,0.0001
RE1,MINONW,1.0,2045,0.0001
RE1,MINONW,1.0,2046,0.0001
RE1,MINONW,1.0,2047,0.0001
RE1,MINONW,1.0,2048,0.0001
RE1,MINONW,1.0,2049,0.0001
RE1,MINONW,1.0,2050,0.0001
RE1,MINONW,1.0,2051,0.0001
RE1,MINONW,1.0,2052,0.0001
RE1,MINONW,1.0,2053,0.0001
RE1,MINONW,1.0,2054,0.0001
RE1,MINOFW,1.0,2022,0.0001
RE1,MINOFW,1.0,2023,0.0001
RE1,MINOFW,1.0,2024,0.0001
RE1,MINOFW,1.0,2025,0.0001
RE1,MINOFW,1.0,2026,0.0001
RE1,MINOFW,1.0,2027,0.0001
RE1,MINOFW,1.0,2028,0.0001
RE1,MINOFW,1.0,2029,0.0001
RE1,MINOFW,1.0,2030,0.0001
RE1,MINOFW,1.0,2031,0.0001
RE1,MINOFW,1.0,2032,0.0001
RE1,MINOFW,1.0,2033,0.0001
RE1,MINOFW,1.0,2034,0.0001
RE1,MINOFW,1.0,2035,0.0001
RE1,MINOFW,1.0,2036,0.0001
RE1,MINOFW,1.0,2037,0.0001
RE1,MINOFW,1.0,2038,0.0001
RE1,MINOFW,1.0,2039,0.0001
RE1,MINOFW,1.0,2040,0.0001
RE1,MINOFW,1.0,2041,0.0001
RE1,MINOFW,1.0,2042,0.0001
RE1,MINOFW,1.0,2043,0.0001
RE1,MINOFW,1.0,2044,0.0001
RE1,MINOFW,1.0,2045,0.0001
RE1,MINOFW,1.0,2046,0.0001
RE1,MINOFW,1.0,2047,0.0001
RE1,MINOFW,1.0,2048,0.0001
RE1,MINOFW,1.0,2049,0.0001
RE1,MINOFW,1.0,2050,0.0001
RE1,MINOFW,1.0,2051,0.0001
RE1,MINOFW,1.0,2052,0.0001
RE1,MINOFW,1.0,2053,0.0001
RE1,MINOFW,1.0,2054,0.0001
RE1,IMPOIL,1.0,2022,14.28
RE1,IMPOIL,1.0,2023,12.76
RE1,IMPOIL,1.0,2024,12.58
RE1,IMPOIL,1.0,2025,11.29
RE1,IMPOIL,1.0,2026,12.76
RE1,IMPOIL,1.0,2027,12.59
RE1,IMPOIL,1.0,2028,12.49
RE1,IMPOIL,1.0,2029,12.45
RE1,IMPOIL,1.0,2030,12.49
RE1,IMPOIL,1.0,2031,12.59
RE1,IMPOIL,1.0,2032,12.5
RE1,IMPOIL,1.0,2033,12.73
RE1,IMPOIL,1.0,2034,12.84
RE1,IMPOIL,1.0,2035,12.89
RE1,IMPOIL,1.0,2036,12.94
RE1,IMPOIL,1.0,2037,13.03
RE1,IMPOIL,1.0,2038,13.08
RE1,IMPOIL,1.0,2039,13.18
RE1,IMPOIL,1.0,2040,13.26
RE1,IMPOIL,1.0,2041,13.32
RE1,IMPOIL,1.0,2042,13.29
RE1,IMPOIL,1.0,2043,13.49
RE1,IMPOIL,1.0,2044,13.49
RE1,IMPOIL,1.0,2045,13.56
RE1,IMPOIL,1.0,2046,13.63
RE1,IMPOIL,1.0,2047,14.04
RE1,IMPOIL,1.0,2048,14.13
RE1,IMPOIL,1.0,2049,14.27
RE1,IMPOIL,1.0,2050,14.32
RE1,IMPOIL,1.0,2051,14.32
RE1,IMPOIL,1.0,2052,14.32
RE1,IMPOIL,1.0,2053,14.32
RE1,IMPOIL,1.0,2054,14.32
RE1,IMPLNG,1.0,2022,40.69
RE1,IMPLNG,1.0,2023,17.45
RE1,IMPLNG,1.0,2024,12.19
RE1,IMPLNG,1.0,2025,12.57
RE1,IMPLNG,1.0,2026,13.45
RE1,IMPLNG,1.0,2027,13.98
RE1,IMPLNG,1.0,2028,14.08
RE1,IMPLNG,1.0,2029,13.93
RE1,IMPLNG,1.0,2030,13.62
RE1,IMPLNG,1.0,2031,13.23
RE1,IMPLNG,1.0,2032,12.82
RE1,IMPLNG,1.0,2033,12.38
RE1,IMPLNG,1.0,2034,12.1
RE1,IMPLNG,1.0,2035,11.92
RE1,IMPLNG,1.0,2036,11.91
RE1,IMPLNG,1.0,2037,11.84
RE1,IMPLNG,1.0,2038,11.68
RE1,IMPLNG,1.0,2039,11.74
RE1,IMPLNG,1.0,2040,11.58
RE1,IMPLNG,1.0,2041,11.51
RE1,IMPLNG,1.0,2042,11.52
RE1,IMPLNG,1.0,2043,11.57
RE1,IMPLNG,1.0,2044,11.61
RE1,IMPLNG,1.0,2045,11.61
RE1,IMPLNG,1.0,2046,11.62
RE1,IMPLNG,1.0,2047,11.68
RE1,IMPLNG,1.0,2048,11.7
RE1,IMPLNG,1.0,2049,11.76
RE1,IMPLNG,1.0,2050,11.78
RE1,IMPLNG,1.0,2051,7.61
RE1,IMPLNG,1.0,2052,7.61
RE1,IMPLNG,1.0,2053,7.61
RE1,IMPLNG,1.0,2054,7.61
RE1,IMPLPG,1.0,2022,17.39
RE1,IMPLPG,1.0,2023,12.23
RE1,IMPLPG,1.0,2024,12.67
RE1,IMPLPG,1.0,2025,12.72
RE1,IMPLPG,1.0,2026,12.29
RE1,IMPLPG,1.0,2027,11.9
RE1,IMPLPG,1.0,2028,11.64
RE1,IMPLPG,1.0,2029,11.52
RE1,IMPLPG,1.0,2030,11.49
RE1,IMPLPG,1.0,2031,11.55
RE1,IMPLPG,1.0,2032,11.56
RE1,IMPLPG,1.0,2033,11.63
RE1,IMPLPG,1.0,2034,11.73
RE1,IMPLPG,1.0,2035,11.82
RE1,IMPLPG,1.0,2036,11.87
RE1,IMPLPG,1.0,2037,11.98
RE1,IMPLPG,1.0,2038,11.99
RE1,IMPLPG,1.0,2039,11.99
RE1,IMPLPG,1.0,2040,12.02
RE1,IMPLPG,1.0,2041,12.09
RE1,IMPLPG,1.0,2042,12.12
RE1,IMPLPG,1.0,2043,12.12
RE1,IMPLPG,1.0,2044,12.15
RE1,IMPLPG,1.0,2045,12.07
RE1,IMPLPG,1.0,2046,11.96
RE1,IMPLPG,1.0,2047,11.86
RE1,IMPLPG,1.0,2048,11.8
RE1,IMPLPG,1.0,2049,11.7
RE1,IMPLPG,1.0,2050,11.56
RE1,IMPLPG,1.0,2051,11.28
RE1,IMPLPG,1.0,2052,11.28
RE1,IMPLPG,1.0,2053,11.28
RE1,IMPLPG,1.0,2054,11.28
RE1,IMPDSL,1.0,2022,26.13
RE1,IMPDSL,1.0,2023,25.61
RE1,IMPDSL,1.0,2024,22.32
RE1,IMPDSL,1.0,2025,20.71
RE1,IMPDSL,1.0,2026,19.93
RE1,IMPDSL,1.0,2027,19.17
RE1,IMPDSL,1.0,2028,18.52
RE1,IMPDSL,1.0,2029,18.56
RE1,IMPDSL,1.0,2030,18.55
RE1,IMPDSL,1.0,2031,18.64
RE1,IMPDSL,1.0,2032,18.67
RE1,IMPDSL,1.0,2033,18.74
RE1,IMPDSL,1.0,2034,18.75
RE1,IMPDSL,1.0,2035,18.86
RE1,IMPDSL,1.0,2036,18.83
RE1,IMPDSL,1.0,2037,18.89
RE1,IMPDSL,1.0,2038,18.9
RE1,IMPDSL,1.0,2039,18.88
RE1,IMPDSL,1.0,2040,18.88
RE1,IMPDSL,1.0,2041,18.96
RE1,IMPDSL,1.0,2042,18.92
RE1,IMPDSL,1.0,2043,18.98
RE1,IMPDSL,1.0,2044,18.9
RE1,IMPDSL,1.0,2045,18.92
RE1,IMPDSL,1.0,2046,18.91
RE1,IMPDSL,1.0,2047,18.91
RE1,IMPDSL,1.0,2048,18.93
RE1,IMPDSL,1.0,2049,18.98
RE1,IMPDSL,1.0,2050,18.97
RE1,IMPDSL,1.0,2051,13.23
RE1,IMPDSL,1.0,2052,13.23
RE1,IMPDSL,1.0,2053,13.23
RE1,IMPDSL,1.0,2054,13.23
RE1,IMPGSL,1.0,2022,25.04
RE1,IMPGSL,1.0,2023,23.78
RE1,IMPGSL,1.0,2024,21.94
RE1,IMPGSL,1.0,2025,20.23
RE1,IMPGSL,1.0,2026,18.81
RE1,IMPGSL,1.0,2027,17.81
RE1,IMPGSL,1.0,2028,17.67
RE1,IMPGSL,1.0,2029,17.55
RE1,IMPGSL,1.0,2030,17.44
RE1,IMPGSL,1.0,2031,17.27
RE1,IMPGSL,1.0,2032,17.18
RE1,IMPGSL,1.0,2033,17.07
RE1,IMPGSL,1.0,2034,16.98
RE1,IMPGSL,1.0,2035,16.86
RE1,IMPGSL,1.0,2036,16.86
RE1,IMPGSL,1.0,2037,16.74
RE1,IMPGSL,1.0,2038,16.64
RE1,IMPGSL,1.0,2039,16.55
RE1,IMPGSL,1.0,2040,16.44
RE1,IMPGSL,1.0,2041,16.31
RE1,IMPGSL,1.0,2042,16.23
RE1,IMPGSL,1.0,2043,16.07
RE1,IMPGSL,1.0,2044,16.03
RE1,IMPGSL,1.0,2045,15.93
RE1,IMPGSL,1.0,2046,16.17
RE1,IMPGSL,1.0,2047,16.08
RE1,IMPGSL,1.0,2048,16.09
RE1,IMPGSL,1.0,2049,16.04
RE1,IMPGSL,1.0,2050,16.06
RE1,IMPGSL,1.0,2051,10.55
RE1,IMPGSL,1.0,2052,10.55
RE1,IMPGSL,1.0,2053,10.55
RE1,IMPGSL,1.0,2054,10.55
RE1,IMPJET,1.0,2022,26.69
RE1,IMPJET,1.0,2023,20.59
RE1,IMPJET,1.0,2024,18.73
RE1,IMPJET,1.0,2025,19.24
RE1,IMPJET,1.0,2026,19.17
RE1,IMPJET,1.0,2027,19.03
RE1,IMPJET,1.0,2028,19.16
RE1,IMPJET,1.0,2029,19.06
RE1,IMPJET,1.0,2030,19.08
RE1,IMPJET,1.0,2031,19.18
RE1,IMPJET,1.0,2032,19.21
RE1,IMPJET,1.0,2033,19.4
RE1,IMPJET,1.0,2034,19.2
RE1,IMPJET,1.0,2035,19.33
RE1,IMPJET,1.0,2036,19.42
RE1,IMPJET,1.0,2037,19.44
RE1,IMPJET,1.0,2038,19.3
RE1,IMPJET,1.0,2039,19.34
RE1,IMPJET,1.0,2040,19.11
RE1,IMPJET,1.0,2041,18.96
RE1,IMPJET,1.0,2042,18.87
RE1,IMPJET,1.0,2043,18.71
RE1,IMPJET,1.0,2044,18.91
RE1,IMPJET,1.0,2045,18.81
RE1,IMPJET,1.0,2046,18.92
RE1,IMPJET,1.0,2047,18.66
RE1,IMPJET,1.0,2048,18.61
RE1,IMPJET,1.0,2049,18.48
RE1,IMPJET,1.0,2050,18.5
RE1,IMPJET,1.0,2051,20.38
RE1,IMPJET,1.0,2052,20.38
RE1,IMPJET,1.0,2053,20.38
RE1,IMPJET,1.0,2054,20.38
RE1,IMPFOL,1.0,2022,11.91
RE1,IMPFOL,1.0,2023,10.23
RE1,IMPFOL,1.0,2024,10.24
RE1,IMPFOL,1.0,2025,10.22
RE1,IMPFOL,1.0,2026,9.98
RE1,IMPFOL,1.0,2027,9.72
RE1,IMPFOL,1.0,2028,9.66
RE1,IMPFOL,1.0,2029,9.61
RE1,IMPFOL,1.0,2030,9.63
RE1,IMPFOL,1.0,2031,9.62
RE1,IMPFOL,1.0,2032,9.57
RE1,IMPFOL,1.0,2033,9.55
RE1,IMPFOL,1.0,2034,9.45
RE1,IMPFOL,1.0,2035,9.43
RE1,IMPFOL,1.0,2036,9.42
RE1,IMPFOL,1.0,2037,9.37
RE1,IMPFOL,1.0,2038,9.28
RE1,IMPFOL,1.0,2039,9.25
RE1,IMPFOL,1.0,2040,9.15
RE1,IMPFOL,1.0,2041,9.03
RE1,IMPFOL,1.0,2042,8.96
RE1,IMPFOL,1.0,2043,8.87
RE1,IMPFOL,1.0,2044,9.0
RE1,IMPFOL,1.0,2045,8.95
RE1,IMPFOL,1.0,2046,8.94
RE1,IMPFOL,1.0,2047,8.79
RE1,IMPFOL,1.0,2048,8.72
RE1,IMPFOL,1.0,2049,8.67
RE1,IMPFOL,1.0,2050,8.64
RE1,IMPFOL,1.0,2051,6.82
RE1,IMPFOL,1.0,2052,6.82
RE1,IMPFOL,1.0,2053,6.82
RE1,IMPFOL,1.0,2054,6.82
RE1,PWRCOA,1.0,2022,0.0
RE1,PWRCOA,1.0,2023,0.0
RE1,PWRCOA,1.0,2024,0.0
RE1,PWRCOA,1.0,2025,0.0
RE1,PWRCOA,1.0,2026,0.0
RE1,PWRCOA,1.0,2027,0.0
RE1,PWRCOA,1.0,2028,0.0
RE1,PWRCOA,1.0,2029,0.0
RE1,PWRCOA,1.0,2030,0.0
RE1,PWRCOA,1.0,2031,0.0
RE1,PWRCOA,1.0,2032,0.0
RE1,PWRCOA,1.0,2033,0.0
RE1,PWRCOA,1.0,2034,0.0
RE1,PWRCOA,1.0,2035,0.0
RE1,PWRCOA,1.0,2036,0.0
RE1,PWRCOA,1.0,2037,0.0
RE1,PWRCOA,1.0,2038,0.0
RE1,PWRCOA,1.0,2039,0.0
RE1,PWRCOA,1.0,2040,0.0
RE1,PWRCOA,1.0,2041,0.0
RE1,PWRCOA,1.0,2042,0.0
RE1,PWRCOA,1.0,2043,0.0
RE1,PWRCOA,1.0,2044,0.0
RE1,PWRCOA,1.0,2045,0.0
RE1,PWRCOA,1.0,2046,0.0
RE1,PWRCOA,1.0,2047,0.0
RE1,PWRCOA,1.0,2048,0.0
RE1,PWRCOA,1.0,2049,0.0
RE1,PWRCOA,1.0,2050,0.0
RE1,PWRCOA,1.0,2051,0.0
RE1,PWRCOA,1.0,2052,0.0
RE1,PWRCOA,1.0,2053,0.0
RE1,PWRCOA,1.0,2054,0.0
RE1,PWRCOACCS,1.0,2022,0.0
RE1,PWRCOACCS,1.0,2023,0.0
RE1,PWRCOACCS,1.0,2024,0.0
RE1,PWRCOACCS,1.0,2025,0.0
RE1,PWRCOACCS,1.0,2026,0.0
RE1,PWRCOACCS,1.0,2027,0.0
RE1,PWRCOACCS,1.0,2028,0.0
RE1,PWRCOACCS,1.0,2029,0.0
RE1,PWRCOACCS,1.0,2030,0.0
RE1,PWRCOACCS,1.0,2031,0.0
RE1,PWRCOACCS,1.0,2032,0.0
RE1,PWRCOACCS,1.0,2033,0.0
RE1,PWRCOACCS,1.0,2034,0.0
RE1,PWRCOACCS,1.0,2035,0.0
RE1,PWRCOACCS,1.0,2036,0.0
RE1,PWRCOACCS,1.0,2037,0.0
RE1,PWRCOACCS,1.0,2038,0.0
RE1,PWRCOACCS,1.0,2039,0.0
RE1,PWRCOACCS,1.0,2040,0.0
RE1,PWRCOACCS,1.0,2041,0.0
RE1,PWRCOACCS,1.0,2042,0.0
RE1,PWRCOACCS,1.0,2043,0.0
RE1,PWRCOACCS,1.0,2044,0.0
RE1,PWRCOACCS,1.0,2045,0.0
RE1,PWRCOACCS,1.0,2046,0.0
RE1,PWRCOACCS,1.0,2047,0.0
RE1,PWRCOACCS,1.0,2048,0.0
RE1,PWRCOACCS,1.0,2049,0.0
RE1,PWRCOACCS,1.0,2050,0.0
RE1,PWRCOACCS,1.0,2051,0.0
RE1,PWRCOACCS,1.0,2052,0.0
RE1,PWRCOACCS,1.0,2053,0.0
RE1,PWRCOACCS,1.0,2054,0.0
RE1,PWRNGS_CS,1.0,2022,0.0
RE1,PWRNGS_CS,1.0,2023,0.0
RE1,PWRNGS_CS,1.0,2024,0.0
RE1,PWRNGS_CS,1.0,2025,0.0
RE1,PWRNGS_CS,1.0,2026,0.0
RE1,PWRNGS_CS,1.0,2027,0.0
RE1,PWRNGS_CS,1.0,2028,0.0
RE1,PWRNGS_CS,1.0,2029,0.0
RE1,PWRNGS_CS,1.0,2030,0.0
RE1,PWRNGS_CS,1.0,2031,0.0
RE1,PWRNGS_CS,1.0,2032,0.0
RE1,PWRNGS_CS,1.0,2033,0.0
RE1,PWRNGS_CS,1.0,2034,0.0
RE1,PWRNGS_CS,1.0,2035,0.0
RE1,PWRNGS_CS,1.0,2036,0.0
RE1,PWRNGS_CS,1.0,2037,0.0
RE1,PWRNGS_CS,1.0,2038,0.0
RE1,PWRNGS_CS,1.0,2039,0.0
RE1,PWRNGS_CS,1.0,2040,0.0
RE1,PWRNGS_CS,1.0,2041,0.0
RE1,PWRNGS_CS,1.0,2042,0.0
RE1,PWRNGS_CS,1.0,2043,0.0
RE1,PWRNGS_CS,1.0,2044,0.0
RE1,PWRNGS_CS,1.0,2045,0.0
RE1,PWRNGS_CS,1.0,2046,0.0
RE1,PWRNGS_CS,1.0,2047,0.0
RE1,PWRNGS_CS,1.0,2048,0.0
RE1,PWRNGS_CS,1.0,2049,0.0
RE1,PWRNGS_CS,1.0,2050,0.0
RE1,PWRNGS_CS,1.0,2051,0.0
RE1,PWRNGS_CS,1.0,2052,0.0
RE1,PWRNGS_CS,1.0,2053,0.0
RE1,PWRNGS_CS,1.0,2054,0.0
RE1,PWRNGSCCS,1.0,2022,0.0
RE1,PWRNGSCCS,1.0,2023,0.0
RE1,PWRNGSCCS,1.0,2024,0.0
RE1,PWRNGSCCS,1.0,2025,0.0
RE1,PWRNGSCCS,1.0,2026,0.0
RE1,PWRNGSCCS,1.0,2027,0.0
RE1,PWRNGSCCS,1.0,2028,0.0
RE1,PWRNGSCCS,1.0,2029,0.0
RE1,PWRNGSCCS,1.0,2030,0.0
RE1,PWRNGSCCS,1.0,2031,0.0
RE1,PWRNGSCCS,1.0,2032,0.0
RE1,PWRNGSCCS,1.0,2033,0.0
RE1,PWRNGSCCS,1.0,2034,0.0
RE1,PWRNGSCCS,1.0,2035,0.0
RE1,PWRNGSCCS,1.0,2036,0.0
RE1,PWRNGSCCS,1.0,2037,0.0
RE1,PWRNGSCCS,1.0,2038,0.0
RE1,PWRNGSCCS,1.0,2039,0.0
RE1,PWRNGSCCS,1.0,2040,0.0
RE1,PWRNGSCCS,1.0,2041,0.0
RE1,PWRNGSCCS,1.0,2042,0.0
RE1,PWRNGSCCS,1.0,2043,0.0
RE1,PWRNGSCCS,1.0,2044,0.0
RE1,PWRNGSCCS,1.0,2045,0.0
RE1,PWRNGSCCS,1.0,2046,0.0
RE1,PWRNGSCCS,1.0,2047,0.0
RE1,PWRNGSCCS,1.0,2048,0.0
RE1,PWRNGSCCS,1.0,2049,0.0
RE1,PWRNGSCCS,1.0,2050,0.0
RE1,PWRNGSCCS,1.0,2051,0.0
RE1,PWRNGSCCS,1.0,2052,0.0
RE1,PWRNGSCCS,1.0,2053,0.0
RE1,PWRNGSCCS,1.0,2054,0.0
RE1,PWRAFR,1.0,2022,0.0
RE1,PWRAFR,1.0,2023,0.0
RE1,PWRAFR,1.0,2024,0.0
RE1,PWRAFR,1.0,2025,0.0
RE1,PWRAFR,1.0,2026,0.0
RE1,PWRAFR,1.0,2027,0.0
RE1,PWRAFR,1.0,2028,0.0
RE1,PWRAFR,1.0,2029,0.0
RE1,PWRAFR,1.0,2030,0.0
RE1,PWRAFR,1.0,2031,0.0
RE1,PWRAFR,1.0,2032,0.0
RE1,PWRAFR,1.0,2033,0.0
RE1,PWRAFR,1.0,2034,0.0
RE1,PWRAFR,1.0,2035,0.0
RE1,PWRAFR,1.0,2036,0.0
RE1,PWRAFR,1.0,2037,0.0
RE1,PWRAFR,1.0,2038,0.0
RE1,PWRAFR,1.0,2039,0.0
RE1,PWRAFR,1.0,2040,0.0
RE1,PWRAFR,1.0,2041,0.0
RE1,PWRAFR,1.0,2042,0.0
RE1,PWRAFR,1.0,2043,0.0
RE1,PWRAFR,1.0,2044,0.0
RE1,PWRAFR,1.0,2045,0.0
RE1,PWRAFR,1.0,2046,0.0
RE1,PWRAFR,1.0,2047,0.0
RE1,PWRAFR,1.0,2048,0.0
RE1,PWRAFR,1.0,2049,0.0
RE1,PWRAFR,1.0,2050,0.0
RE1,PWRAFR,1.0,2051,0.0
RE1,PWRAFR,1.0,2052,0.0
